,latitude,longitude,population,state,review_count,is_open,alcohol,parking,good_for_kids,reservations,delivery,takeout,accepts_credit_cards,stars
0,40.1104457,-88.2330726,38156,IL,5,1,1,0,0,0,1,1,1,4.5
1,40.11813314,-88.24289991,38156,IL,47,0,1,1,1,0,1,1,1,3
2,40.0996476,-88.2447683,38156,IL,60,1,1,1,1,0,1,1,1,4
3,40.1190386,-88.2438816,38156,IL,130,0,0,1,0,1,0,1,1,3.5
4,40.1112117,-88.2290795,38156,IL,60,1,1,1,1,0,0,1,1,4
5,40.11833725,-88.24377661,38156,IL,712,1,0,1,1,1,1,1,1,4
6,40.11856662,-88.24323304,38156,IL,287,1,0,1,0,1,1,1,1,3.5
7,40.139982,-88.244108,38156,IL,96,1,0,1,1,0,0,1,1,3
8,40.1071261,-88.243912,38156,IL,99,1,0,1,1,0,1,1,1,3
9,40.1094391,-88.2306035,38156,IL,61,1,1,1,1,1,1,1,1,2.5
10,40.1108158,-88.2291353,38156,IL,71,1,1,1,1,0,0,1,1,3
11,40.1097629,-88.2408378,38156,IL,63,1,1,1,0,0,1,1,1,3
12,40.11116686,-88.23059801,38156,IL,41,1,1,0,1,0,1,1,1,4.5
13,40.1164204,-88.2433829,38156,IL,37,1,1,0,1,0,0,1,1,4.5
14,40.10928113,-88.23139496,38156,IL,34,1,1,1,1,0,0,1,1,3.5
15,40.117237,-88.2431919,38156,IL,124,0,0,1,0,1,0,1,1,3.5
16,40.1099627,-88.2351409,38156,IL,53,1,1,1,0,0,1,1,1,2.5
17,40.1110535,-88.2441408,38156,IL,430,1,1,1,1,1,0,1,1,4.5
18,40.1104457,-88.2330726,38156,IL,43,1,1,1,1,0,1,1,1,2.5
19,40.1375356,-88.24444056,38156,IL,44,1,1,1,1,0,1,1,1,2.5
20,40.10314717,-88.2442199,38156,IL,42,0,0,1,1,0,0,1,1,2.5
21,40.1032417,-88.2441637,38156,IL,440,1,0,1,1,1,1,1,1,3.5
22,40.095434,-88.24623082,38156,IL,49,1,0,1,0,0,1,1,1,2
23,40.1166544,-88.229763,38156,IL,61,1,0,1,1,1,1,1,1,3.5
24,40.11030785,-88.23173225,38156,IL,17,0,1,0,1,0,0,1,1,4
25,40.109783,-88.240813,38156,IL,25,1,1,0,1,0,1,1,1,3
26,40.112114,-88.241292,38156,IL,33,1,0,1,1,1,1,1,1,3.5
27,40.1399247,-88.2458532,38156,IL,31,0,1,1,1,0,0,1,1,3
28,40.122452,-88.2440267,38156,IL,11,0,1,0,1,0,1,1,1,2.5
29,40.1076853,-88.2436688,38156,IL,36,0,0,1,1,1,1,1,1,4.5
30,40.137405,-88.245935,38156,IL,16,0,0,1,1,0,0,1,1,3
31,40.1128063,-88.2391787,38156,IL,3,1,1,1,1,1,1,1,1,4
32,40.1160086,-88.2328539,38156,IL,120,1,1,1,1,0,1,1,1,4
33,40.1093708,-88.2308592,38156,IL,11,0,0,0,0,0,1,1,1,3
34,40.112801,-88.239078,38156,IL,45,0,1,1,1,1,1,1,1,3
35,40.1087243,-88.2315754,38156,IL,5,1,1,0,1,0,0,1,1,5
36,40.11122037,-88.22906041,38156,IL,172,1,1,1,1,0,0,1,1,4
37,40.110827,-88.231612,38156,IL,30,0,1,0,1,0,1,1,1,2
38,40.09406633,-88.24738044,38156,IL,42,1,0,0,1,1,0,1,1,4.5
39,40.1168569,-88.2430189,38156,IL,142,1,0,1,1,1,0,1,1,4
40,40.1100246,-88.2332899,38156,IL,38,0,0,0,1,0,1,1,1,3
41,40.11042403,-88.23064215,38156,IL,83,1,0,0,1,0,0,1,1,3
42,40.117978,-88.240271,38156,IL,351,1,0,1,1,0,0,1,1,4
43,40.1104968,-88.2311706,38156,IL,91,1,0,1,0,0,0,1,1,3.5
44,40.110039,-88.229804,38156,IL,24,0,1,0,1,0,1,1,1,4
45,40.09845251,-88.24424621,38156,IL,84,1,1,1,1,0,1,1,1,3
46,40.119807,-88.2438559,38156,IL,122,0,0,1,0,1,0,1,1,3.5
47,40.12454,-88.233577,38156,IL,57,1,1,0,1,0,1,1,1,4.5
48,40.107869,-88.2435628,38156,IL,56,0,0,1,1,1,0,1,1,3
49,40.11042079,-88.22974501,38156,IL,19,0,1,0,1,0,0,1,1,3
50,40.129902,-88.258313,38156,IL,219,1,0,1,1,1,0,1,1,4
51,40.11074834,-88.2305816,38156,IL,36,1,1,1,1,0,1,1,1,2.5
52,40.1101577,-88.2294649,38156,IL,72,1,1,0,1,0,0,1,1,4
53,40.1185005,-88.2449807,38156,IL,115,1,0,1,1,1,0,1,1,4
54,40.0949553,-88.2458521,38156,IL,51,1,1,1,1,0,1,1,1,2.5
55,40.1105507,-88.2399953,38156,IL,70,1,1,1,1,0,1,1,1,3.5
56,40.117061,-88.2432312,38156,IL,149,1,1,1,1,0,0,1,1,4.5
57,40.1171306,-88.2426005,38156,IL,329,0,0,1,0,1,0,1,1,3.5
58,40.117733,-88.243876,38156,IL,74,0,0,1,0,0,0,0,1,4
59,40.110518,-88.237281,38156,IL,34,0,0,1,1,0,0,0,1,3.5
60,40.087699,-88.247455,38156,IL,98,1,1,1,1,0,1,1,1,4.5
61,40.109335,-88.23084,38156,IL,14,0,0,0,1,0,1,1,1,1.5
62,40.1097873,-88.2404819,38156,IL,12,1,1,1,1,0,1,1,1,3.5
63,40.0995658,-88.2443819,38156,IL,11,0,1,0,1,0,1,1,1,4.5
64,40.1099808,-88.2314369,38156,IL,35,1,1,1,1,1,1,1,1,4.5
65,40.1150169,-88.2461558,38156,IL,27,1,0,1,0,0,0,1,1,3.5
66,40.110474,-88.233544,38156,IL,98,1,1,1,1,0,1,1,1,3.5
67,40.1052106,-88.2439082,38156,IL,50,1,1,1,1,1,1,1,1,4
68,40.1104457,-88.2330726,38156,IL,49,1,1,0,1,0,1,1,1,4
69,40.085464,-88.2461754,38156,IL,27,1,1,1,1,0,0,1,1,3.5
70,40.11685371,-88.24061036,38156,IL,61,1,0,1,1,0,0,1,1,4
71,40.117733,-88.2439031,38156,IL,175,1,0,1,1,0,1,1,1,4
72,40.101522,-88.24448,38156,IL,174,1,1,1,1,0,1,1,1,4
73,40.1101671,-88.2329249,38156,IL,450,1,0,1,0,0,0,1,1,4.5
74,40.08655045,-88.24698606,38156,IL,199,1,0,1,1,1,0,1,1,3.5
75,40.110141,-88.231874,38156,IL,40,1,1,1,1,0,1,1,1,4
76,40.1168917,-88.2426766,38156,IL,154,0,0,1,0,1,0,0,1,4
77,40.1311947,-88.2575824,38156,IL,7,1,1,1,1,0,0,1,1,3
78,40.1104696,-88.2331177,38156,IL,21,0,1,1,1,0,1,1,1,3.5
79,40.1101985,-88.2402729,38156,IL,25,1,1,0,0,0,1,1,1,2.5
80,40.1105528,-88.2366073,38156,IL,73,1,1,1,1,0,1,1,1,3
81,40.1099251,-88.2314617,38156,IL,49,0,1,1,1,0,0,1,1,4.5
82,40.117491,-88.243875,38156,IL,170,1,0,1,0,1,1,1,1,3.5
83,40.1185309,-88.2448176,38156,IL,149,1,0,1,1,1,1,1,1,3.5
84,40.142039,-88.244042,38156,IL,11,1,1,0,1,0,0,1,1,3.5
85,40.1105931,-88.2296109,38156,IL,90,1,1,1,1,0,0,1,1,3.5
86,40.1100646,-88.2296092,38156,IL,78,0,1,1,1,0,1,1,1,4
87,40.09752068,-88.24523903,38156,IL,35,1,1,1,1,0,1,1,1,2
88,40.1185125,-88.2449947,38156,IL,51,0,0,1,1,1,1,1,1,3
89,40.119807,-88.2438559,38156,IL,18,0,0,1,0,0,0,1,1,3.5
90,40.09028217,-88.24634332,38156,IL,34,1,1,1,1,0,0,1,1,3
91,40.1189773,-88.2442721,38156,IL,183,1,0,1,0,1,0,1,1,4
92,40.1111448,-88.2391289,38156,IL,69,1,0,1,0,0,1,1,1,3
93,40.0937168,-88.2373608,38156,IL,104,1,0,1,1,1,0,1,1,3
94,40.1101088,-88.2322903,38156,IL,17,1,1,0,1,0,1,1,1,2
95,40.142536,-88.243055,38156,IL,26,0,0,0,1,1,1,1,1,3.5
96,40.1168129,-88.2427527,38156,IL,182,1,1,1,0,0,1,1,1,4
97,40.1101271,-88.2292118,38156,IL,94,1,1,1,1,0,0,1,1,3.5
98,40.096139,-88.245141,38156,IL,20,1,1,0,1,0,1,1,1,2.5
99,40.110688,-88.243092,38156,IL,55,1,1,1,1,0,1,1,1,3.5
100,40.14223248,-88.24461458,38156,IL,53,0,0,0,1,0,1,1,1,3
101,40.11774191,-88.24151398,38156,IL,101,1,0,1,0,0,0,1,1,3.5
102,40.1106376,-88.2324833,38156,IL,48,0,1,1,1,0,1,1,1,3.5
103,40.1113654,-88.228907,38156,IL,68,1,1,1,1,0,1,1,1,3.5
104,40.1104308,-88.2326799,38156,IL,56,1,0,0,1,0,1,1,1,3.5
105,40.1175386,-88.243133,38156,IL,50,1,0,1,0,0,0,1,1,3
106,40.1411239,-88.2462019,38156,IL,74,1,0,1,1,0,1,1,1,2.5
107,40.11043786,-88.22978564,38156,IL,64,0,1,1,1,0,1,1,1,3.5
108,40.138507,-88.243173,38156,IL,68,1,1,0,1,0,1,1,1,2
109,40.091901,-88.245362,38156,IL,46,1,1,1,0,0,0,1,1,5
110,40.110041,-88.2296889,38156,IL,87,0,1,1,1,0,0,1,1,4.5
111,40.112801,-88.239078,38156,IL,36,0,0,1,1,1,1,1,1,3.5
112,40.1100643,-88.229494,38156,IL,54,1,1,1,1,1,1,1,1,3
113,40.1114257,-88.2304288,38156,IL,84,0,0,1,1,1,0,1,1,3
114,40.1105984,-88.2290979,38156,IL,23,1,1,1,1,0,0,1,1,3
115,40.1106376,-88.2324833,38156,IL,179,1,1,1,1,0,0,1,1,4
116,40.11080579,-88.23063328,38156,IL,32,1,1,0,1,0,1,1,1,3
117,40.1170512,-88.2426386,38156,IL,294,1,0,1,1,0,1,1,1,4
118,40.09006386,-88.24640634,38156,IL,73,0,0,1,1,1,0,1,1,3
119,40.11071384,-88.24308956,38156,IL,51,1,0,1,0,0,1,1,1,2.5
120,40.1095997,-88.2301132,38156,IL,89,0,0,1,0,0,0,1,1,3
121,40.111322,-88.230602,38156,IL,102,1,1,1,1,1,0,0,1,3.5
122,40.1128063,-88.2391787,38156,IL,49,1,0,1,1,0,1,1,1,3
123,40.1104555,-88.2305861,38156,IL,52,1,0,0,1,0,1,1,1,3
124,40.1112889,-88.2305908,38156,IL,54,1,1,1,1,0,1,1,1,4.5
125,40.1102799,-88.2298014,38156,IL,43,0,0,0,1,0,1,1,1,3.5
126,40.13752747,-88.24530029,38156,IL,71,1,0,1,1,1,1,1,1,3
127,40.08772376,-88.24797017,38156,IL,32,1,1,0,1,0,1,1,1,2.5
128,40.13756958,-88.24307105,38156,IL,21,1,1,0,1,0,1,1,1,1.5
129,40.1100851,-88.2395728,38156,IL,58,0,1,1,1,0,1,1,1,3.5
130,40.086871,-88.248177,38156,IL,129,1,1,1,1,0,0,1,1,3.5
131,40.11784817,-88.24511917,38156,IL,78,1,0,1,1,1,1,1,1,4
132,40.0987255,-88.2470903,38156,IL,100,0,0,1,1,1,0,1,1,3.5
133,40.1102514,-88.2335202,38156,IL,8,0,0,0,0,0,1,1,1,2
134,40.12125533,-88.24279986,38156,IL,186,1,0,1,1,1,1,1,1,4.5
135,40.1104259,-88.2293502,38156,IL,26,1,1,0,1,0,1,1,1,2.5
136,40.1101284,-88.2292884,38156,IL,135,1,1,1,1,0,1,1,1,3.5
137,40.10769667,-88.2436597,38156,IL,43,0,0,0,1,1,0,1,1,4
138,40.1100841,-88.2296051,38156,IL,124,1,1,1,1,0,1,1,1,4
139,40.108174,-88.229693,38156,IL,18,0,1,0,1,0,1,1,1,3.5
140,40.135733,-88.241153,38156,IL,76,1,0,1,1,0,0,1,1,3
141,40.141355,-88.2501111,38156,IL,55,1,1,1,1,1,0,1,1,3
142,40.1269433,-88.2386034,38156,IL,43,1,1,1,1,0,1,1,1,4
143,40.109713,-88.2317829,38156,IL,54,1,0,0,0,0,0,1,1,3
144,40.1005214,-88.2439537,38156,IL,81,1,0,1,1,1,1,1,1,3.5
145,40.1099251,-88.2314617,38156,IL,12,0,1,0,1,0,1,1,1,3.5
146,40.0905314,-88.2463655,38156,IL,68,1,1,0,1,0,0,1,1,3
147,40.116715,-88.240606,38156,IL,67,0,0,1,0,1,0,1,1,3
148,40.1178627,-88.24330139,38156,IL,115,1,0,1,0,0,0,1,1,3
149,40.110827,-88.231612,38156,IL,13,0,1,0,1,0,1,1,1,3.5
150,40.1189773,-88.2442721,38156,IL,61,0,0,1,1,1,0,1,1,3.5
151,40.109988,-88.240506,38156,IL,54,1,1,1,1,0,1,1,1,4
152,40.1105814,-88.2314749,38156,IL,25,0,1,0,1,0,0,1,1,3
153,40.108116,-88.2300156,38156,IL,47,0,1,1,0,0,0,1,1,3.5
154,40.110155,-88.233079,38156,IL,58,1,1,1,1,0,0,1,1,3.5
155,40.09720989,-88.24582994,38156,IL,65,1,0,1,1,1,0,1,1,4
156,40.092351,-88.246124,38156,IL,125,1,0,1,1,0,1,1,1,3
157,40.11655588,-88.24201277,38156,IL,366,1,0,1,0,0,0,1,1,4
158,40.1169816,-88.2426671,38156,IL,100,1,1,1,1,0,0,1,0,4
159,40.12691268,-88.25728901,38156,IL,7,1,1,1,1,0,1,1,1,5
160,40.1103471,-88.2494055,38156,IL,14,1,0,0,1,0,1,1,1,2.5
161,40.1104381,-88.2384162,38156,IL,23,0,1,0,1,0,1,1,1,2
162,40.1104086,-88.2389546,38156,IL,563,1,1,1,1,0,0,1,1,4.5
163,40.1104616,-88.2333105,38156,IL,116,1,1,1,1,1,0,1,1,4
164,40.11037991,-88.23018797,38156,IL,120,1,0,1,0,0,0,1,1,3.5
165,40.0977581,-88.2487949,38156,IL,47,0,1,1,1,0,1,1,1,3.5
166,40.09183867,-88.2458799,38156,IL,18,1,1,1,1,0,0,1,1,2.5
167,40.0929439,-88.2459946,38156,IL,41,0,1,1,1,0,0,1,1,3
168,40.0997409,-88.2447873,38156,IL,8,1,1,1,0,0,1,1,1,1.5
169,40.1175716,-88.2433569,38156,IL,222,1,0,1,0,1,0,1,1,4
170,40.1112668,-88.229192,38156,IL,55,1,1,1,1,0,0,1,1,3.5
171,40.110832,-88.2301846,38156,IL,73,0,1,1,1,0,1,1,1,3.5
172,40.11137754,-88.23049465,38156,IL,79,1,1,1,1,0,0,1,1,4
173,40.1183809,-88.2429963,38156,IL,365,1,0,1,1,1,0,1,1,3.5
174,40.1065873,-88.2292355,38156,IL,29,1,1,1,1,0,0,1,0,3.5
175,40.1092224,-88.231551,38156,IL,97,1,1,1,1,0,1,1,1,3
176,40.116597,-88.242292,38156,IL,122,1,0,1,0,1,0,1,1,4
177,40.0961489,-88.2453958,38156,IL,80,1,0,1,1,1,0,0,1,3.5
178,40.11036743,-88.23063957,38156,IL,14,0,1,1,1,0,1,1,1,3
179,40.110113,-88.233218,38156,IL,28,0,1,1,1,0,1,1,1,3
180,33.602822,-111.983533,72830,AZ,10,1,1,1,1,0,0,1,1,4
181,33.6403226,-112.0210482,72830,AZ,66,0,0,1,1,0,1,1,1,4
182,33.6413456,-112.0067901,72830,AZ,207,1,1,1,1,0,0,1,1,4
183,33.5983785,-112.0136019,72830,AZ,72,1,1,1,1,0,1,1,1,4.5
184,33.610826,-111.9791238,72830,AZ,82,1,1,1,1,0,1,1,1,3
185,33.6418665,-111.9955187,72830,AZ,94,1,0,1,1,1,1,1,1,3
186,33.641795,-111.994984,72830,AZ,11,0,1,1,1,0,0,1,1,3.5
187,33.5974146,-112.0124025,72830,AZ,184,1,1,1,1,0,1,1,1,3
188,33.63076847,-112.0312417,72830,AZ,36,0,0,1,1,1,1,1,1,4.5
189,33.63829151,-111.9811102,72830,AZ,152,1,1,1,1,1,1,1,1,4
190,33.6225716,-112.031256,72830,AZ,32,0,0,1,0,1,1,1,1,3.5
191,33.640232,-111.979545,72830,AZ,250,0,0,1,1,0,0,1,1,3.5
192,33.59804707,-112.0127942,72830,AZ,18,1,1,0,1,0,0,1,1,1.5
193,33.6400213,-111.9781923,72830,AZ,100,1,0,1,1,0,1,1,1,3.5
194,33.6308566,-112.0313822,72830,AZ,302,1,1,1,1,0,0,1,1,4.5
195,33.640232,-111.979545,72830,AZ,19,0,0,0,1,1,1,1,1,3
196,33.6024722,-111.9781727,72830,AZ,47,0,0,1,1,0,0,1,1,3.5
197,33.59927605,-111.983548,72830,AZ,126,0,1,1,1,0,0,1,1,3.5
198,33.59937848,-111.9894767,72830,AZ,461,1,0,1,0,1,0,1,1,4
199,33.6400724,-111.9823842,72830,AZ,73,1,0,1,0,1,1,1,1,3.5
200,33.624699,-112.014446,72830,AZ,76,1,1,1,1,0,1,1,1,3.5
201,33.6119171,-112.0125521,72830,AZ,30,0,0,1,1,0,0,1,1,2.5
202,33.6255475,-112.0312575,72830,AZ,53,1,1,1,1,1,1,1,1,4
203,33.5986921,-111.9783076,72830,AZ,80,1,1,1,1,0,1,1,1,2.5
204,33.6412984,-112.0063922,72830,AZ,22,0,1,1,1,0,0,1,1,4.5
205,33.6402141,-112.0210245,72830,AZ,460,1,0,1,1,0,1,1,1,4.5
206,33.638604,-111.978331,72830,AZ,63,1,1,1,1,0,1,1,1,3
207,33.6400616,-111.9805444,72830,AZ,36,1,1,1,1,0,0,1,1,2
208,33.597833,-111.9784028,72830,AZ,54,0,0,1,0,1,0,1,1,3
209,33.59934,-111.98719,72830,AZ,117,1,1,1,1,0,1,1,1,2.5
210,33.6049273,-111.9777821,72830,AZ,61,0,0,1,1,1,0,1,1,3.5
211,33.639783,-111.97826,72830,AZ,507,1,0,1,1,1,0,1,1,4.5
212,33.64118494,-111.9949132,72830,AZ,19,1,1,1,1,0,0,1,1,3.5
213,33.5993478,-111.9835952,72830,AZ,181,1,0,0,1,0,1,1,1,4.5
214,33.623899,-112.031235,72830,AZ,290,1,1,1,1,1,1,1,1,4
215,33.59917932,-111.9833338,72830,AZ,141,1,1,1,1,0,1,1,1,4
216,33.641081,-111.983117,72830,AZ,88,1,1,1,1,0,1,1,1,3
217,33.6384005,-111.9795246,72830,AZ,442,1,0,1,1,1,0,1,1,4.5
218,33.60973617,-112.0137623,72830,AZ,152,1,0,1,1,1,1,1,1,3.5
219,33.6381949,-111.9772608,72830,AZ,78,1,1,0,1,0,1,1,1,3
220,33.62670172,-111.9946833,72830,AZ,88,1,0,1,1,0,1,1,1,3.5
221,33.6405727,-112.0202933,72830,AZ,182,1,0,1,1,0,0,1,1,4
222,33.61167699,-111.9984462,72830,AZ,155,1,1,1,1,0,1,1,1,4.5
223,33.63988532,-111.9956595,72830,AZ,83,0,1,1,1,0,1,1,1,4
224,33.628628,-112.013095,72830,AZ,35,0,0,1,0,0,0,0,1,3.5
225,33.5988384,-111.9827632,72830,AZ,214,1,0,1,1,0,0,1,1,3.5
226,33.6417888,-111.9947311,72830,AZ,11,0,1,0,1,0,0,1,1,3
227,33.64130106,-112.0066811,72830,AZ,19,0,1,1,1,1,0,1,1,4.5
228,33.61080418,-112.012836,72830,AZ,1729,1,1,1,1,0,0,1,0,4.5
229,33.640232,-111.979545,72830,AZ,8,0,0,1,1,1,0,1,1,2.5
230,33.5993581,-111.9844336,72830,AZ,58,1,1,1,1,0,1,1,1,2.5
231,33.640076,-112.004291,72830,AZ,12,0,1,1,1,0,0,1,1,4
232,33.62439863,-111.9797647,72830,AZ,41,0,1,1,1,0,1,1,1,3.5
233,33.6001599,-111.9786989,72830,AZ,372,1,0,1,1,0,1,1,1,4.5
234,33.6399009,-112.0100999,72830,AZ,3,0,0,1,1,0,0,1,1,2.5
235,33.641201,-112.0067284,72830,AZ,21,0,1,0,1,1,1,1,1,3.5
236,33.64115828,-111.9935958,72830,AZ,45,1,1,1,1,0,0,1,1,2
237,33.64020023,-112.0128827,72830,AZ,98,1,1,1,1,0,1,1,1,2
238,33.5986539,-111.9784951,72830,AZ,62,1,1,1,1,0,1,1,1,2.5
239,33.62724776,-111.9784019,72830,AZ,86,1,1,0,1,0,1,1,1,3
240,33.602717,-111.979256,72830,AZ,121,1,0,1,1,1,0,1,1,3
241,33.59966108,-111.9822934,72830,AZ,424,1,0,1,1,0,0,1,1,3.5
242,33.59741787,-111.9816356,72830,AZ,92,1,0,1,1,1,0,1,1,3.5
243,33.6400213,-111.9781923,72830,AZ,108,0,1,1,1,0,0,1,1,3.5
244,33.6412028,-112.0305205,72830,AZ,30,1,1,0,1,0,0,1,1,2
245,33.6010817,-111.9797526,72830,AZ,40,1,1,1,1,0,0,1,1,2.5
246,33.61099223,-111.9963694,72830,AZ,34,1,1,0,1,0,0,1,1,3
247,33.63157272,-112.0139313,72830,AZ,40,0,1,1,1,0,1,1,1,3.5
248,33.59722714,-112.0140079,72830,AZ,46,0,0,1,1,1,0,1,1,3.5
249,33.6244667,-111.978891,72830,AZ,79,1,0,1,1,1,1,1,1,3.5
250,33.6399519,-112.0191651,72830,AZ,132,0,0,1,1,1,0,1,1,3.5
251,33.63818544,-111.9773865,72830,AZ,52,1,0,0,1,0,0,1,1,3
252,33.6259,-112.0136,72830,AZ,31,1,1,0,1,0,1,1,1,2
253,33.6411982,-111.9942286,72830,AZ,71,1,1,1,1,0,1,1,1,3
254,33.64024,-112.029534,72830,AZ,3,0,1,0,1,0,0,1,1,2
255,33.6299102,-112.0312192,72830,AZ,115,1,1,1,1,0,0,1,1,4.5
256,33.6413456,-112.0067901,72830,AZ,69,1,0,1,1,1,0,1,1,3.5
257,33.59941891,-111.9892553,72830,AZ,21,1,1,1,1,0,1,1,1,4
258,33.640035,-111.9781923,72830,AZ,44,1,1,1,1,0,1,1,1,4.5
259,33.6275895,-112.0113666,72830,AZ,159,1,1,1,1,0,1,1,1,3
260,33.6422558,-112.0129337,72830,AZ,44,1,1,1,1,0,0,1,1,3
261,33.62851481,-111.9783446,72830,AZ,347,1,0,1,1,0,1,1,1,4
262,33.638405,-111.979837,72830,AZ,7,0,0,1,1,0,1,1,1,3.5
263,33.64031982,-112.0210495,72830,AZ,110,0,0,1,1,1,0,1,1,4
264,33.640232,-111.979545,72830,AZ,48,0,0,1,1,0,0,1,1,3
265,33.638619,-111.97845,72830,AZ,21,1,1,0,1,0,1,1,1,3
266,33.62659551,-112.0113766,72830,AZ,68,1,1,1,1,0,0,1,1,2
267,33.6400807,-112.0101894,72830,AZ,42,1,1,0,1,0,1,1,1,2.5
268,33.61112821,-111.9985128,72830,AZ,139,1,0,1,0,0,0,1,1,3.5
269,33.63783732,-112.0136708,72830,AZ,119,1,1,1,1,1,0,1,1,5
270,33.6401895,-111.9795107,72830,AZ,139,1,0,1,1,1,1,1,1,4
271,33.5972754,-112.0142656,72830,AZ,49,1,0,1,1,1,1,1,1,3
272,33.6410008,-112.0051833,72830,AZ,83,1,1,1,1,0,0,1,1,1.5
273,33.6255499,-111.979567,72830,AZ,41,1,1,0,1,0,1,1,1,3
274,33.64007502,-112.0289348,72830,AZ,35,1,1,0,1,0,1,1,1,1.5
275,33.639286,-111.978313,72830,AZ,54,1,1,0,1,0,0,1,1,3.5
276,33.60092215,-111.9786945,72830,AZ,254,1,1,1,1,0,0,1,1,4
277,33.64030792,-112.0251233,72830,AZ,281,1,0,1,1,1,0,1,1,4
278,33.61077166,-111.9963345,72830,AZ,223,1,0,1,1,1,1,1,1,4
